biosystem	Testis	obo:NCIT_C90259
biosystem	Umbilical cord	obo:NCIT_C90259
biosystem	Urinary bladder	obo:NCIT_C90259
biosystem	adrenal gland	obo:NCIT_C90259
biosystem	axillary lymph node	obo:NCIT_C90259
biosystem	embryo	obo:NCIT_C90259
biosystem	kidney	obo:NCIT_C90259
biosystem	liver	obo:NCIT_C90259
biosystem	lung	obo:NCIT_C90259
biosystem	pituitary gland	obo:NCIT_C90259
biosystem	stomach	obo:NCIT_C90259
biosystem	THP-1	efo:EFO_0001253
biosystem	Primary human bronchial epithelial cells	obo:BTO_0002922
biosystem	Lung	obo:BTO_0000763
biosystem	MCF-7	obo:BTO_0000093
biosystem	A549	obo:BTO_0000018
biosystem	HPAEC	obo:BTO_0003151
biosystem	HeLa	efo:EFO_0001185
biosystem	N24	nsvoc:bio_system_n24
biosystem	FE1	nsvoc:bio_system_fe1
biosystem	Caco-2	efo:EFO_0001099
biosystem	Alveolar macrophage	obo:CL_1001603
biosystem	HMEC_90perc_confluence	efo:EFO_0001188
biosystem	HepG2	efo:EFO_0001187
biosystem	HUVEC	efo:EFO_0002795
biosystem	hONS	efo:EFO_0005705
biosystem	CD34	efo:EFO_0005482
biosystem	MRC9	nsvoc:bio_system_mrc9
biosystem	Lung (OVA/Alum sensitized)	obo:BTO_0000763
biosystem	Spinal cord dissociated cultures	obo:BTO_0001279
biosystem	HepaRG	efo:EFO_0001186
biosystem	BMM	obo:CL_0010004
biosystem	liver	obo:BTO_0000224
biosystem	PAEC	obo:BTO_0001141
biosystem	EA.hy926	efo:EFO_0003039
biosystem	PBMC	obo:BTO_0001025
biosystem	heart	obo:NCIT_C90259
biosystem	HMDM	nsvoc:bio_system_hmdm
biosystem	HET1A	obo:BTO_0004433
biosystem	Bronchial epithelium	efo:EFO_0005728
biosystem	MDDC	obo:BTO_0002900
biosystem	SAE	nsvoc:bio_system_sae
biosystem	HAEC	obo:BTO_0004602
biosystem	Caco-2/HT29-MTX	efo:EFO_0001099
biosystem	colon	obo:BTO_0000269
biosystem	16lu	efo:EFO_005362
biosystem	HMEC_50perc_confluence	efo:EFO_0001188
biosystem	mESC	efo:EFO_0005914
biosystem	Y79	efo:EFO_0002392
biosystem	Jurkat	obo:NCIT_C90259
biosystem	Diaphragm	obo:BTO_0000341
biosystem	BEAS-2B	efo:EFO_0001089
biosystem	HaCaT	efo:EFO_0002056
endpoint	core_size	enm:ENM_8000039
endpoint 	hydrodynamic_size	npo:NPO_1914
endpoint	surface_charge	npo:NPO_1812
endpoint	specific_surface_area	sio:CHEMINF_000515
endpoint	hsf	cheminf:CHEMINF_000241
endpoint	ec	enm:ENM_8000100
endpoint	ev	enm:ENM_8000110
endpoint	meo	npo:NPO_421
endpoint	time	efo:EFO_0000721
endpoint	dose	efo:EFO_0000428
endpoint	viability	enm:ENM_0000068
unit	nm	obo:UO_0000018
unit	mV	obo:UO_0000247
unit	eV	obo:UO_0000266
unit	hours	obo:UO_0000032
unit	mg_per_ml	obo:UO_0000274
unit	percentage	obo:UO_0000187
unit	m2/g	nsvoc:unit_meter_squared_per_gram
unit	ug/cm2	obo:NCIT_C67311
unit	um2/cm2	nsvoc:dose_unit_ug2_to_cm2
unit	mg/l	obo:UO_0000273
unit	ng/ml	obo:UO_0000275
unit	mg/kgbw/day	obo:NCIT_C66976
unit	ppm	obo:UO_0000169
unit	ug	obo:UO_0000023
unit	NA	nsvoc:dose_unit_na
unit	mg/m3	obo:NCIT_C67306
unit	ug/day/4d	nsvoc:dose_unit_ug_day_4d
unit	uM	obo:UO_0000064
unit	LD	obo:MSIO_0000175
unit	ng	obo:UO_0000024
unit	mg/ml	obo:UO_0000176
unit	ug/ml	obo:UO_0000274
unit	ug/mL	obo:UO_0000274
unit	mo	obo:UO_0000035
unit	week	obo:UO_0000034
unit	weeks	obo:UO_0000034
unit	d	obo:UO_0000033
unit	passage	nsvoc:time_unit_passage
unit	h post exposure	obo:UO_0000032
unit	h	obo:UO_0000032
unit	days	obo:UO_0000033
